Isolate	YearMonth	year	month	species	final genotype	name	confidence	num QRDR	parC_S80I	gyrA_S83L	gyrA_S83A	gyrA_D87G	gyrA_D87N	gyrA_D87Y	ESBL	Quinolone	Other antimicrobial	Trimethoprim	Quinolone/Triclosan	Streptomycin	Sulfonamide	Tetracycline	Macrolide	Gentamicin	Chloramphenicol	Beta-lactamase (not ESBL or carbapenemase)	Beta-lactamase (unknown spectrum)	ESBL (AmpC type)	NC_007385_plasmid_cover	NC_009345_plasmid_cover	NC_009346_plasmid_cover	NC_009347_plasmid_cover	pKSR100_plasmid_cover	ipaH	VIRULENCE_PLASMID	CLUSTER	SEROTYPE	O_ANTIGEN	H_ANTIGEN
AUSMDU00011483	2017_12	2017	12	S. sonnei	3.6.1	CipR_parent	strong	1	0	1	0	0	0	0	blaCTX-M-15	"gyrA_S83L,qnrS1"	sat2	dfrA1*	NA	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00011484	2017_12	2017	12	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	0	1	0	NA	"gyrA_D87N,gyrA_S83L,parC_S80I"	sat2	dfrA1*	NA	"aph(3'')-Ib*,aph(6)-Id"	NA	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00011485	2017_12	2017	12	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00011676	2017_12	2017	12	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00011678	2017_12	2017	12	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA17	gyrA_D87G	"aadA5,aph(3'')-Ib,aph(6)-Id"	sul1	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	50-59%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00011683	2017_12	2017	12	S. sonnei	3.7.29.1.2	Global III VN2.MSM2	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	20-29%	<10%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00011859	2018_01	2018	1	S. sonnei	3.7.25	MSM4	strong	0	0	0	0	0	0	0	blaCTX-M-3	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00012068	2018_01	2018	1	S. sonnei	2.6.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00012075	2018_01	2018	1	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(3'')-Ib*	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00012361	2018_01	2018	1	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	60-69%	+	0	CSS	SS	NA	NA
AUSMDU00012365	2018_01	2018	1	S. sonnei	3.6.3	Central Asia III	strong	1	0	0	0	0	0	1	blaCTX-M-15	"gyrA_D87Y,qnrS1"	sat2	dfrA1	NA	aph(3'')-Ib*	sul2	tet(A)	mph(A)	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00012366	2018_01	2018	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	60-69%	<10%	30-39%	>90%	>90%	+	38	CSS	SS	NA	NA
AUSMDU00012367	2018_01	2018	1	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17*"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00012368	2018_01	2018	1	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	20-29%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00012492	2018_01	2018	1	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17*"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00012501	2018_01	2018	1	S. sonnei	3.6.1	CipR_parent	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1	NA	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00012502	2018_01	2018	1	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id*"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00012503	2018_01	2018	1	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00012507	2018_02	2018	2	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00012894	2018_02	2018	2	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17*"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00012896	2018_02	2018	2	S. sonnei	3.7.25	MSM4	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	sul2	tet(B)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	10-19%	<10%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00012914	2018_02	2018	2	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17*"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00012930	2018_02	2018	2	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00013121	2018_02	2018	2	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17*"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00013136	2018_02	2018	2	S. sonnei	3.7.18	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	10-19%	<10%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00013431	2018_02	2018	2	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	NA	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00013432	2018_02	2018	2	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00013594	2018_03	2018	3	S. sonnei	2.7.4	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA8	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	"tet(A),tet(B)"	NA	NA	catA1	"blaOXA-1,blaTEM-1"	NA	NA	<10%	60-69%	<10%	<10%	30-39%	+	0	CSS	SS	NA	NA
AUSMDU00013818	2018_03	2018	3	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	"sul1,sul2"	tet(B)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	10-19%	10-19%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00013821	2018_03	2018	3	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00013958	2018_03	2018	3	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00013986	2018_03	2018	3	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	<10%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00013957	2018_03	2018	3	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	<10%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00014014	2018_03	2018	3	S. sonnei	2.6.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00014578	2018_03	2018	3	S. sonnei	2.6.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00014706	2018_03	2018	3	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(6)-Id"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00014714	2018_04	2018	4	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	0	1	0	NA	"gyrA_D87N,gyrA_S83L,parC_S80I"	sat2	dfrA1*	NA	"aph(3'')-Ib*,aph(6)-Id"	NA	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00014715	2018_04	2018	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00014841	2018_04	2018	4	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00014842	2018_04	2018	4	S. sonnei	3.7.29.1.2	Global III VN2.MSM2	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	20-29%	<10%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00015429	2018_04	2018	4	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00015437	2018_04	2018	4	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00015439	2018_04	2018	4	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00015441	2018_04	2018	4	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00015536	2018_05	2018	5	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id*"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00016502	2018_05	2018	5	S. sonnei	3.4.1	Latin America III	strong	0	0	0	0	0	0	0	NA	qnrB19	NA	dfrA14	NA	"aadA1,aph(6)-Id"	sul2	tet(B)	NA	NA	catA1	blaOXA-1	NA	NA	<10%	70-79%	20-29%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00016503	2018_05	2018	5	S. sonnei	3.7.25	MSM4	strong	0	0	0	0	0	0	0	blaCTX-M-15	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	20-29%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00016878	2018_06	2018	6	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00016880	2018_06	2018	6	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00017094	2018_06	2018	6	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00017549	2018_06	2018	6	S. sonnei	3.7.26	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00017584	2018_06	2018	6	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00017621	2018_07	2018	7	S. sonnei	2.7.3	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id*	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00017670	2018_07	2018	7	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00017930	2018_07	2018	7	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	blaCTX-M-15	"gyrA_S83L,parC_S80I,qnrS1"	sat2	dfrA1*	gyrA_D87G	aph(6)-Id	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00017932	2018_07	2018	7	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00017938	2018_07	2018	7	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	70-79%	<10%	>90%	>90%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00017942	2018_07	2018	7	S. sonnei	3.7.25	MSM4	strong	0	0	0	0	0	0	0	blaCTX-M-15	NA	sat2	dfrA1	NA	"aph(3'')-Ib,aph(6)-Id"	"sul2,sul3"	tet(A)*	NA	NA	cmlA5	"blaOXA-10,blaTEM-57"	NA	NA	<10%	>90%	30-39%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00017986	2018_07	2018	7	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00017987	2018_07	2018	7	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00018181	2018_07	2018	7	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17*"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00018225	2018_07	2018	7	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00018229	2018_07	2018	7	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00018240	2018_07	2018	7	S. sonnei	2.7.1	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00018351	2018_07	2018	7	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	"sul1,sul2"	tet(B)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	10-19%	10-19%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00018490	2018_07	2018	7	S. sonnei	3.7.30.1	Global III Middle East III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	70-79%	<10%	>90%	>90%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00018596	2018_07	2018	7	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00018687	2018_08	2018	8	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	blaCTX-M-15	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00019026	2018_08	2018	8	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(6)-Id	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00019373	2018_08	2018	8	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00019644	2018_08	2018	8	S. sonnei	3.7	Global III	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	>90%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00019847	2018_09	2018	9	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00019870	2018_09	2018	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00020130	2018_09	2018	9	S. sonnei	3.6.4	Central Asia III	strong	0	0	0	0	0	0	0	blaCTX-M-15	NA	sat2	dfrA1	NA	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
